event_date,event_timestamp,event_timestamp_jst,event_name,user_pseudo_id,ga_session_id,ga_session_number,session_id,page_location,page_referrer,page_path,prev_page_path,page_num_dom,original_page_num,stay_ms,total_duration_ms,load_time_ms,max_page_reached,completion_rate,total_pages,click_x_rel,click_y_rel,elem_tag,elem_id,elem_classes,scroll_pct,utm_source,utm_medium,utm_campaign,utm_content,device_type,direction,navigation_method,link_url,video_src,session_variant,presence_test_variant,creative_test_variant,ab_variant,ab_test_target,ab_test_type,cv_type,cv_value,value
2025-09-29,2025-09-29 07:03:23.656130,2025-09-29 07:03:23.656130,scroll,user_000609,1852149,4,user_000609-1852149,https://example.com/lp/service-x,https://www.facebook.com/,/lp/service-x,/lp/service-x#page-3,4,4,71991,203039,4438,4,0.4,10,,,,,,0.7248748137927463,twitter,cpc,summer_campaign,ad_4,mobile,forward,click,https://example.com/thank-you,https://example.com/video1.mp4,control,,,control,headline,presence,,,
2025-09-29,2025-09-29 07:07:02.656130,2025-09-29 07:07:02.656130,video_play,user_000129,5593365,5,user_000129-5593365,https://example.com/lp/product-a,https://www.facebook.com/,/lp/product-a,/lp/product-a#page-4,5,5,64195,284082,3687,10,1.0,10,,,,,,0.507572892602279,instagram,organic,summer_campaign,ad_5,desktop,backward,click,https://example.com/thank-you,https://example.com/video1.mp4,A,control,A,A,cta_button,presence,,,
2025-09-29,2025-09-29 07:10:04.656130,2025-09-29 07:10:04.656130,click,user_000642,9186444,7,user_000642-9186444,https://example.com/lp/service-x,https://twitter.com/,/lp/service-x,/lp/service-x#page-9,10,10,67590,290170,3494,10,1.0,10,0.24046883511314743,0.5983111111920727,div,,btn-primary,0.14412549327883728,facebook,organic,summer_campaign,,desktop,backward,scroll,https://example.com/lp/service-x,,B,A,A,B,cta_button,presence,,,
2025-09-29,2025-09-29 07:13:29.656130,2025-09-29 07:13:29.656130,conversion,user_000538,5131111,3,user_000538-5131111,https://example.com/lp/service-x,,/lp/service-x,/lp/service-x#page-1,2,2,49413,264384,2957,10,1.0,10,,,,,,0.313520908068297,instagram,cpc,summer_campaign,ad_2,mobile,backward,scroll,https://example.com/lp/service-x,,control,control,B,control,hero_image,creative,,,
2025-09-29,2025-09-29 07:14:13.656130,2025-09-29 07:14:13.656130,session_start,user_000478,7532143,5,user_000478-7532143,https://example.com/lp/product-a,,/lp/product-a,/lp/product-a#page-9,10,10,40837,49361,3975,10,1.0,10,,,,,,0.9261591859610168,facebook,none,,ad_4,mobile,backward,click,https://example.com/lp/product-a,,B,,B,B,cta_button,,,,
2025-09-29,2025-09-29 07:20:03.656130,2025-09-29 07:20:03.656130,click,user_000451,8024423,7,user_000451-8024423,https://example.com/lp/product-a,https://www.instagram.com/,/lp/product-a,/lp/product-a#page-8,9,9,103240,216458,2265,9,0.9,10,0.6772040533210045,0.6900312293441891,img,nav-link,,0.5765269123493708,twitter,social,summer_campaign,ad_5,mobile,forward,swipe,https://example.com/lp/product-a,,control,control,control,control,hero_image,presence,,,
2025-09-29,2025-09-29 07:22:22.656130,2025-09-29 07:22:22.656130,page_view,user_000358,7809755,6,user_000358-7809755,https://example.com/lp/product-b,,/lp/product-b,/lp/product-b#page-8,9,9,87598,288600,3917,9,0.9,10,,,,,,0.7321520514444472,facebook,organic,summer_campaign,ad_5,tablet,forward,scroll,,https://example.com/video1.mp4,B,control,B,B,hero_image,layout,,,
2025-09-29,2025-09-29 07:23:05.656130,2025-09-29 07:23:05.656130,page_view,user_000474,3373611,3,user_000474-3373611,https://example.com/lp/product-b,,/lp/product-b,/lp/product-b#page-8,9,9,60643,171491,553,10,1.0,10,,,,,,0.3902378721832894,instagram,organic,brand_awareness,ad_3,mobile,backward,swipe,https://example.com/thank-you,https://example.com/video1.mp4,A,A,,A,hero_image,presence,,,
2025-09-29,2025-09-29 07:23:05.656130,2025-09-29 07:23:05.656130,conversion,user_000021,1383421,1,user_000021-1383421,https://example.com/lp/product-b,https://www.instagram.com/,/lp/product-b,/lp/product-b#page-9,10,10,91098,139364,4879,10,1.0,10,,,,,,0.8899419403424401,direct,none,summer_campaign,ad_1,mobile,backward,swipe,https://example.com/lp/product-b,https://example.com/video1.mp4,control,control,A,control,,,,,
2025-09-29,2025-09-29 07:26:31.656130,2025-09-29 07:26:31.656130,page_view,user_000120,3465844,4,user_000120-3465844,https://example.com/lp/service-x,https://www.instagram.com/,/lp/service-x,/lp/service-x#page-5,6,6,92059,102814,1744,8,0.8,10,,,,,,0.727545599528854,google,social,brand_awareness,,tablet,backward,click,https://example.com/lp/service-x,https://example.com/video1.mp4,A,A,,A,cta_button,creative,,,
2025-09-29,2025-09-29 07:28:20.656130,2025-09-29 07:28:20.656130,click,user_000384,6507970,7,user_000384-6507970,https://example.com/lp/service-x,https://www.instagram.com/,/lp/service-x,/lp/service-x#page-9,10,10,74467,238655,946,10,1.0,10,0.14997293698092806,0.4987381145456202,img,nav-link,,0.7633668397669668,google,social,,,mobile,backward,button,https://example.com/thank-you,https://example.com/video1.mp4,A,B,,A,hero_image,creative,,,
2025-09-29,2025-09-29 07:38:20.656130,2025-09-29 07:38:20.656130,session_start,user_000324,5867201,9,user_000324-5867201,https://example.com/lp/product-b,https://www.google.com/,/lp/product-b,/lp/product-b#page-5,6,6,104900,283581,790,8,0.8,10,,,,,,0.46424918595151066,facebook,none,summer_campaign,ad_5,desktop,backward,click,https://example.com/thank-you,,A,,control,A,,presence,,,
2025-09-29,2025-09-29 07:38:33.656130,2025-09-29 07:38:33.656130,scroll,user_000633,6475023,6,user_000633-6475023,https://example.com/lp/product-a,https://twitter.com/,/lp/product-a,/lp/product-a#page-3,4,4,113854,263392,1025,9,0.9,10,,,,,,0.3879302501578171,instagram,social,summer_campaign,ad_1,desktop,backward,click,https://example.com/lp/product-a,,control,A,A,control,cta_button,layout,,,
2025-09-29,2025-09-29 07:45:44.656130,2025-09-29 07:45:44.656130,video_play,user_000327,3627197,10,user_000327-3627197,https://example.com/lp/product-a,https://www.facebook.com/,/lp/product-a,/lp/product-a#page-8,9,9,115276,216051,970,9,0.9,10,,,,,,0.19324649493085497,direct,none,brand_awareness,ad_1,mobile,forward,swipe,https://example.com/lp/product-a,,B,A,,B,headline,,,,
2025-09-29,2025-09-29 07:56:44.656130,2025-09-29 07:56:44.656130,page_view,user_000313,5630436,3,user_000313-5630436,https://example.com/lp/product-a,,/lp/product-a,/lp/product-a#page-4,5,5,71775,243848,1502,9,0.9,10,,,,,,0.1342508463340758,instagram,referral,spring_sale,,mobile,backward,button,,https://example.com/video1.mp4,B,B,control,B,,,,,
2025-09-29,2025-09-29 07:57:17.656130,2025-09-29 07:57:17.656130,click,user_000445,1319632,7,user_000445-1319632,https://example.com/lp/product-a,https://twitter.com/,/lp/product-a,/lp/product-a#page-5,6,6,70861,228831,1334,8,0.8,10,0.4911623887470121,0.6364658798510842,a,video-play,btn-primary,0.6199720653564051,facebook,none,spring_sale,,desktop,forward,scroll,https://example.com/lp/product-a,https://example.com/video1.mp4,control,B,control,control,cta_button,creative,,,
2025-09-29,2025-09-29 07:59:39.656130,2025-09-29 07:59:39.656130,click,user_000034,3433944,4,user_000034-3433944,https://example.com/lp/service-x,https://www.google.com/,/lp/service-x,/lp/service-x#page-1,2,2,15164,90221,1684,10,1.0,10,0.7105495317505944,0.8383889462851067,div,nav-link,card,0.5015563817480511,facebook,cpc,,,desktop,forward,scroll,https://example.com/lp/service-x,,B,A,,B,,layout,,,
2025-09-29,2025-09-29 08:02:32.656130,2025-09-29 08:02:32.656130,conversion,user_000665,1913027,5,user_000665-1913027,https://example.com/lp/product-b,https://www.facebook.com/,/lp/product-b,/lp/product-b#page-6,7,7,116643,275423,4755,10,1.0,10,,,,,,0.5432864348055445,facebook,organic,brand_awareness,ad_2,desktop,forward,scroll,,https://example.com/video1.mp4,A,A,B,A,headline,presence,,,
2025-09-29,2025-09-29 08:04:31.656130,2025-09-29 08:04:31.656130,conversion,user_000454,1345988,3,user_000454-1345988,https://example.com/lp/product-b,https://www.google.com/,/lp/product-b,/lp/product-b#page-5,6,6,15823,182802,4714,10,1.0,10,,,,,,0.8584567699040317,facebook,cpc,,ad_4,mobile,forward,swipe,https://example.com/lp/product-b,https://example.com/video1.mp4,A,control,A,A,,,,,
2025-09-29,2025-09-29 08:05:07.656130,2025-09-29 08:05:07.656130,conversion,user_000293,3142226,5,user_000293-3142226,https://example.com/lp/service-x,,/lp/service-x,/lp/service-x#page-8,9,9,42989,149743,1454,9,0.9,10,,,,,,0.4178571716047945,google,none,summer_campaign,ad_4,desktop,forward,swipe,,,control,,,control,headline,presence,,,
2025-09-29,2025-09-29 08:05:44.656130,2025-09-29 08:05:44.656130,click,user_000214,2224551,9,user_000214-2224551,https://example.com/lp/product-b,https://www.instagram.com/,/lp/product-b,/lp/product-b#page-3,4,4,30715,262020,1811,9,0.9,10,0.34695110497830783,0.3942871902354521,button,nav-link,card,0.89455605083623,facebook,social,spring_sale,ad_3,desktop,forward,scroll,,https://example.com/video1.mp4,control,control,B,control,hero_image,presence,,,
2025-09-29,2025-09-29 08:07:06.656130,2025-09-29 08:07:06.656130,session_start,user_000141,5103985,6,user_000141-5103985,https://example.com/lp/product-a,https://twitter.com/,/lp/product-a,/lp/product-a#page-7,8,8,68231,215239,2078,8,0.8,10,,,,,,0.6271730599693619,google,social,brand_awareness,ad_1,desktop,backward,swipe,https://example.com/lp/product-a,,A,A,,A,,layout,,,
2025-09-29,2025-09-29 08:09:27.656130,2025-09-29 08:09:27.656130,swipe_page,user_000032,4185598,3,user_000032-4185598,https://example.com/lp/product-a,https://www.google.com/,/lp/product-a,/lp/product-a#page-1,2,2,45188,51817,1885,4,0.4,10,,,,,,0.5290312109383803,twitter,cpc,brand_awareness,ad_3,mobile,forward,button,https://example.com/thank-you,,A,control,B,A,hero_image,layout,,,
2025-09-29,2025-09-29 08:14:06.656130,2025-09-29 08:14:06.656130,scroll,user_000202,5451671,5,user_000202-5451671,https://example.com/lp/product-b,,/lp/product-b,/lp/product-b#page-2,3,3,2793,173385,4401,9,0.9,10,,,,,,0.7419351864907878,twitter,none,spring_sale,ad_4,mobile,backward,button,,,control,B,,control,cta_button,presence,,,
2025-09-29,2025-09-29 08:19:18.656130,2025-09-29 08:19:18.656130,session_start,user_000456,7197009,9,user_000456-7197009,https://example.com/lp/product-b,,/lp/product-b,/lp/product-b#page-3,4,4,78978,209909,1574,8,0.8,10,,,,,,0.5506786864342512,twitter,cpc,,,desktop,forward,click,https://example.com/thank-you,https://example.com/video1.mp4,A,B,control,A,,,,,
2025-09-29,2025-09-29 08:19:29.656130,2025-09-29 08:19:29.656130,video_play,user_000332,4477338,9,user_000332-4477338,https://example.com/lp/product-a,https://www.facebook.com/,/lp/product-a,/lp/product-a#page-6,7,7,43405,149700,2906,7,0.7,10,,,,,,0.5236733081592932,direct,social,,ad_1,mobile,forward,swipe,https://example.com/lp/product-a,https://example.com/video1.mp4,B,control,control,B,,presence,,,
2025-09-29,2025-09-29 08:22:39.656130,2025-09-29 08:22:39.656130,click,user_000004,3594361,3,user_000004-3594361,https://example.com/lp/product-b,https://www.facebook.com/,/lp/product-b,/lp/product-b#page-5,6,6,4006,212669,2252,8,0.8,10,0.8779593781670061,0.34151843636359314,button,video-play,card,0.814925400763059,instagram,cpc,summer_campaign,ad_5,mobile,forward,scroll,https://example.com/lp/product-b,,A,B,control,A,headline,creative,,,
2025-09-29,2025-09-29 08:23:36.656130,2025-09-29 08:23:36.656130,video_play,user_000658,8414776,4,user_000658-8414776,https://example.com/lp/product-b,https://www.google.com/,/lp/product-b,/lp/product-b#page-2,3,3,92775,258400,4506,5,0.5,10,,,,,,0.1835431549869896,twitter,organic,spring_sale,ad_5,mobile,forward,button,https://example.com/lp/product-b,https://example.com/video1.mp4,B,B,,B,cta_button,,,,
2025-09-29,2025-09-29 08:31:49.656130,2025-09-29 08:31:49.656130,conversion,user_000621,5083877,1,user_000621-5083877,https://example.com/lp/service-x,https://twitter.com/,/lp/service-x,/lp/service-x#page-4,5,5,45618,175847,1791,7,0.7,10,,,,,,0.7662349059590546,twitter,cpc,,ad_2,mobile,backward,swipe,https://example.com/lp/service-x,,control,B,A,control,hero_image,layout,,,
2025-09-29,2025-09-29 08:32:10.656130,2025-09-29 08:32:10.656130,page_view,user_000339,9391341,2,user_000339-9391341,https://example.com/lp/product-b,https://twitter.com/,/lp/product-b,/lp/product-b#page-1,2,2,84721,154208,765,4,0.4,10,,,,,,0.2501143992514364,instagram,organic,brand_awareness,ad_2,mobile,forward,scroll,,https://example.com/video1.mp4,A,control,control,A,headline,layout,,,
2025-09-29,2025-09-29 08:37:11.656130,2025-09-29 08:37:11.656130,scroll,user_000158,4910428,9,user_000158-4910428,https://example.com/lp/product-b,https://www.google.com/,/lp/product-b,/lp/product-b#page-9,10,10,65335,82465,1599,10,1.0,10,,,,,,0.36997419816925836,google,social,spring_sale,ad_4,mobile,backward,click,,,control,,control,control,cta_button,creative,,,
2025-09-29,2025-09-29 08:39:50.656130,2025-09-29 08:39:50.656130,page_view,user_000110,5924550,9,user_000110-5924550,https://example.com/lp/product-a,https://www.instagram.com/,/lp/product-a,/lp/product-a#page-1,2,2,41518,134594,4600,10,1.0,10,,,,,,0.20822110288057122,instagram,cpc,summer_campaign,ad_5,mobile,forward,scroll,https://example.com/lp/product-a,,control,A,,control,headline,layout,,,
2025-09-29,2025-09-29 08:42:22.656130,2025-09-29 08:42:22.656130,conversion,user_000453,6054980,4,user_000453-6054980,https://example.com/lp/product-a,https://www.facebook.com/,/lp/product-a,,1,1,82658,292647,4204,9,0.9,10,,,,,,0.13506385696179743,instagram,none,summer_campaign,ad_5,desktop,forward,button,,,B,,,B,hero_image,creative,,,
2025-09-29,2025-09-29 08:43:26.656130,2025-09-29 08:43:26.656130,video_play,user_000595,2181293,8,user_000595-2181293,https://example.com/lp/service-x,https://www.instagram.com/,/lp/service-x,/lp/service-x#page-9,10,10,30553,246519,1473,10,1.0,10,,,,,,0.6564086388272287,google,organic,brand_awareness,ad_3,mobile,forward,button,https://example.com/thank-you,,B,control,control,B,headline,,,,
2025-09-29,2025-09-29 08:44:44.656130,2025-09-29 08:44:44.656130,video_play,user_000489,1380787,3,user_000489-1380787,https://example.com/lp/service-x,https://twitter.com/,/lp/service-x,/lp/service-x#page-3,4,4,56560,266704,3807,5,0.5,10,,,,,,0.760738070640653,instagram,organic,summer_campaign,ad_5,mobile,backward,swipe,https://example.com/thank-you,,A,,,A,hero_image,creative,,,
2025-09-29,2025-09-29 08:45:26.656130,2025-09-29 08:45:26.656130,swipe_page,user_000493,2208436,5,user_000493-2208436,https://example.com/lp/product-b,,/lp/product-b,,1,1,73657,190351,1032,9,0.9,10,,,,,,0.9779896858714539,instagram,cpc,spring_sale,ad_3,mobile,backward,scroll,https://example.com/thank-you,,B,control,B,B,cta_button,,,,
2025-09-29,2025-09-29 08:46:09.656130,2025-09-29 08:46:09.656130,swipe_page,user_000109,1877743,7,user_000109-1877743,https://example.com/lp/product-b,https://www.google.com/,/lp/product-b,/lp/product-b#page-5,6,6,22666,141236,713,6,0.6,10,,,,,,0.5927196490889725,facebook,organic,spring_sale,ad_3,mobile,backward,button,,,control,control,,control,,layout,,,
2025-09-29,2025-09-29 08:49:14.656130,2025-09-29 08:49:14.656130,session_start,user_000202,4167858,5,user_000202-4167858,https://example.com/lp/product-b,https://www.google.com/,/lp/product-b,/lp/product-b#page-2,3,3,68233,250864,4324,6,0.6,10,,,,,,0.38962078652917753,twitter,cpc,brand_awareness,ad_4,mobile,forward,scroll,https://example.com/lp/product-b,https://example.com/video1.mp4,A,B,A,A,,,,,
2025-09-29,2025-09-29 08:55:38.656130,2025-09-29 08:55:38.656130,scroll,user_000565,6004605,3,user_000565-6004605,https://example.com/lp/service-x,https://www.instagram.com/,/lp/service-x,/lp/service-x#page-3,4,4,83996,245290,4040,9,0.9,10,,,,,,0.24141536892887744,facebook,referral,spring_sale,ad_2,tablet,backward,button,,,B,control,A,B,headline,creative,,,
2025-09-29,2025-09-29 08:57:47.656130,2025-09-29 08:57:47.656130,click,user_000231,9866574,3,user_000231-9866574,https://example.com/lp/product-a,,/lp/product-a,/lp/product-a#page-1,2,2,50812,105664,2305,10,1.0,10,0.533561768690973,0.5359229308413841,button,video-play,card,0.2141271242549388,instagram,none,brand_awareness,ad_3,mobile,backward,click,,,A,A,A,A,hero_image,,,,
2025-09-29,2025-09-29 08:59:10.656130,2025-09-29 08:59:10.656130,scroll,user_000057,5643959,10,user_000057-5643959,https://example.com/lp/service-x,https://twitter.com/,/lp/service-x,/lp/service-x#page-2,3,3,95249,149509,3977,10,1.0,10,,,,,,0.3408275724836209,direct,social,summer_campaign,,mobile,forward,button,https://example.com/lp/service-x,,A,control,A,A,cta_button,presence,,,
2025-09-29,2025-09-29 09:04:21.656130,2025-09-29 09:04:21.656130,session_start,user_000505,2171454,6,user_000505-2171454,https://example.com/lp/service-x,https://www.google.com/,/lp/service-x,/lp/service-x#page-7,8,8,52814,226088,2129,10,1.0,10,,,,,,0.5075316236657016,direct,social,summer_campaign,ad_4,desktop,forward,swipe,https://example.com/lp/service-x,https://example.com/video1.mp4,B,B,control,B,cta_button,,,,
2025-09-29,2025-09-29 09:06:18.656130,2025-09-29 09:06:18.656130,conversion,user_000610,9608968,2,user_000610-9608968,https://example.com/lp/product-b,,/lp/product-b,/lp/product-b#page-7,8,8,42140,105570,3320,9,0.9,10,,,,,,0.19747618834082115,google,none,,ad_2,desktop,backward,button,https://example.com/lp/product-b,,A,A,A,A,cta_button,creative,,,
2025-09-29,2025-09-29 09:09:52.656130,2025-09-29 09:09:52.656130,swipe_page,user_000147,8032922,7,user_000147-8032922,https://example.com/lp/product-b,https://www.facebook.com/,/lp/product-b,/lp/product-b#page-8,9,9,25554,199143,1910,10,1.0,10,,,,,,0.3123850174125944,direct,referral,brand_awareness,ad_1,mobile,backward,scroll,https://example.com/lp/product-b,https://example.com/video1.mp4,A,B,control,A,headline,layout,,,
2025-09-29,2025-09-29 09:11:08.656130,2025-09-29 09:11:08.656130,scroll,user_000349,9893476,6,user_000349-9893476,https://example.com/lp/service-x,https://www.facebook.com/,/lp/service-x,/lp/service-x#page-3,4,4,37000,124715,4905,7,0.7,10,,,,,,0.1524430020980531,twitter,referral,spring_sale,,desktop,backward,swipe,https://example.com/lp/service-x,https://example.com/video1.mp4,control,control,B,control,cta_button,creative,,,
2025-09-29,2025-09-29 09:14:06.656130,2025-09-29 09:14:06.656130,page_view,user_000379,5577070,10,user_000379-5577070,https://example.com/lp/product-b,https://www.facebook.com/,/lp/product-b,/lp/product-b#page-2,3,3,48013,166184,2969,9,0.9,10,,,,,,0.5240860865632883,twitter,social,summer_campaign,,mobile,backward,swipe,https://example.com/thank-you,,A,B,,A,,,,,
2025-09-29,2025-09-29 09:21:20.656130,2025-09-29 09:21:20.656130,conversion,user_000189,7912456,1,user_000189-7912456,https://example.com/lp/service-x,https://twitter.com/,/lp/service-x,/lp/service-x#page-6,7,7,100645,194896,598,9,0.9,10,,,,,,0.35813774227033734,facebook,social,,ad_4,desktop,backward,scroll,https://example.com/thank-you,,A,A,,A,cta_button,layout,,,
2025-09-29,2025-09-29 09:22:24.656130,2025-09-29 09:22:24.656130,conversion,user_000115,3990515,10,user_000115-3990515,https://example.com/lp/product-b,,/lp/product-b,/lp/product-b#page-6,7,7,62358,194537,517,9,0.9,10,,,,,,0.4043992464294338,google,cpc,,ad_3,mobile,backward,swipe,,,A,B,A,A,hero_image,layout,,,
2025-09-29,2025-09-29 09:27:55.656130,2025-09-29 09:27:55.656130,scroll,user_000372,5674563,2,user_000372-5674563,https://example.com/lp/product-a,https://www.instagram.com/,/lp/product-a,/lp/product-a#page-6,7,7,1785,235043,984,10,1.0,10,,,,,,0.8541464681395119,twitter,cpc,summer_campaign,ad_2,mobile,backward,click,https://example.com/lp/product-a,https://example.com/video1.mp4,B,,A,B,hero_image,creative,,,
2025-09-29,2025-09-29 09:29:31.656130,2025-09-29 09:29:31.656130,video_play,user_000562,4332287,4,user_000562-4332287,https://example.com/lp/service-x,https://www.google.com/,/lp/service-x,/lp/service-x#page-4,5,5,40751,232218,4110,10,1.0,10,,,,,,0.210788802313626,facebook,organic,summer_campaign,ad_4,mobile,forward,scroll,https://example.com/lp/service-x,,B,A,A,B,hero_image,layout,,,
2025-09-29,2025-09-29 09:33:59.656130,2025-09-29 09:33:59.656130,video_play,user_000044,8275259,2,user_000044-8275259,https://example.com/lp/service-x,https://twitter.com/,/lp/service-x,/lp/service-x#page-1,2,2,113171,187682,888,8,0.8,10,,,,,,0.33834502636166275,direct,referral,brand_awareness,ad_2,mobile,backward,swipe,,,B,control,control,B,headline,layout,,,
2025-09-29,2025-09-29 09:54:17.656130,2025-09-29 09:54:17.656130,swipe_page,user_000001,4478416,10,user_000001-4478416,https://example.com/lp/product-b,,/lp/product-b,,1,1,18903,129128,1503,1,0.1,10,,,,,,0.664673227706592,instagram,social,brand_awareness,ad_4,mobile,forward,click,,https://example.com/video1.mp4,B,A,,B,headline,,,,
2025-09-29,2025-09-29 09:54:31.656130,2025-09-29 09:54:31.656130,click,user_000066,4083058,6,user_000066-4083058,https://example.com/lp/service-x,https://www.google.com/,/lp/service-x,/lp/service-x#page-7,8,8,68996,180453,2652,9,0.9,10,0.7307007306951635,0.5101832347208974,img,nav-link,btn-primary,0.8784040585318313,twitter,none,summer_campaign,ad_4,tablet,forward,button,,https://example.com/video1.mp4,B,B,A,B,cta_button,layout,,,
2025-09-29,2025-09-29 09:59:17.656130,2025-09-29 09:59:17.656130,conversion,user_000542,4736626,5,user_000542-4736626,https://example.com/lp/service-x,https://www.google.com/,/lp/service-x,/lp/service-x#page-2,3,3,59152,285012,2268,3,0.3,10,,,,,,0.9957130868999928,facebook,social,summer_campaign,ad_3,mobile,forward,swipe,,,B,A,A,B,hero_image,,,,
2025-09-29,2025-09-29 10:01:33.656130,2025-09-29 10:01:33.656130,conversion,user_000382,1108767,1,user_000382-1108767,https://example.com/lp/product-b,https://www.instagram.com/,/lp/product-b,/lp/product-b#page-5,6,6,5647,173391,994,7,0.7,10,,,,,,0.6865221117314649,google,referral,brand_awareness,ad_4,mobile,forward,button,,https://example.com/video1.mp4,B,,B,B,headline,layout,,,
2025-09-29,2025-09-29 10:02:16.656130,2025-09-29 10:02:16.656130,session_start,user_000337,5195056,10,user_000337-5195056,https://example.com/lp/product-a,,/lp/product-a,,1,1,82499,96603,4124,4,0.4,10,,,,,,0.6930677108025969,instagram,cpc,spring_sale,ad_4,mobile,forward,scroll,,,A,control,control,A,headline,layout,,,
2025-09-29,2025-09-29 10:08:13.656130,2025-09-29 10:08:13.656130,click,user_000121,8321596,7,user_000121-8321596,https://example.com/lp/service-x,,/lp/service-x,/lp/service-x#page-4,5,5,102598,163557,4661,8,0.8,10,0.5754483114971637,0.4162246777819105,img,nav-link,link,0.5473599016376379,instagram,cpc,brand_awareness,ad_5,desktop,backward,scroll,https://example.com/thank-you,,B,,,B,hero_image,creative,,,
2025-09-29,2025-09-29 10:10:01.656130,2025-09-29 10:10:01.656130,click,user_000198,9801358,3,user_000198-9801358,https://example.com/lp/product-a,https://www.facebook.com/,/lp/product-a,/lp/product-a#page-3,4,4,29805,285743,3337,5,0.5,10,0.45132410143039203,0.75303636241413,a,cta-button,link,0.4826354372485603,facebook,none,brand_awareness,ad_2,mobile,backward,scroll,,,A,A,control,A,hero_image,layout,,,
2025-09-29,2025-09-29 10:26:50.656130,2025-09-29 10:26:50.656130,conversion,user_000459,3169084,1,user_000459-3169084,https://example.com/lp/product-b,,/lp/product-b,/lp/product-b#page-4,5,5,107613,185950,4008,5,0.5,10,,,,,,0.44179106658108735,facebook,social,spring_sale,ad_1,mobile,forward,click,,,B,A,control,B,,presence,,,
2025-09-29,2025-09-29 10:28:12.656130,2025-09-29 10:28:12.656130,swipe_page,user_000346,6399041,9,user_000346-6399041,https://example.com/lp/product-a,https://www.instagram.com/,/lp/product-a,/lp/product-a#page-6,7,7,101367,130367,3948,7,0.7,10,,,,,,0.8374343015637716,instagram,cpc,,ad_5,desktop,backward,click,https://example.com/thank-you,,A,A,B,A,,layout,,,
2025-09-29,2025-09-29 10:32:00.656130,2025-09-29 10:32:00.656130,page_view,user_000578,8452012,9,user_000578-8452012,https://example.com/lp/service-x,https://www.facebook.com/,/lp/service-x,/lp/service-x#page-9,10,10,106382,215751,1315,10,1.0,10,,,,,,0.3868033933427355,twitter,organic,brand_awareness,ad_2,mobile,forward,swipe,,,B,,control,B,hero_image,creative,,,
2025-09-29,2025-09-29 10:32:25.656130,2025-09-29 10:32:25.656130,conversion,user_000302,3662911,4,user_000302-3662911,https://example.com/lp/service-x,https://www.instagram.com/,/lp/service-x,/lp/service-x#page-6,7,7,94138,206313,1211,7,0.7,10,,,,,,0.8543145594654786,instagram,cpc,,ad_2,desktop,forward,button,https://example.com/lp/service-x,https://example.com/video1.mp4,B,A,B,B,headline,,,,
2025-09-29,2025-09-29 10:33:24.656130,2025-09-29 10:33:24.656130,conversion,user_000303,9893638,5,user_000303-9893638,https://example.com/lp/service-x,https://twitter.com/,/lp/service-x,/lp/service-x#page-3,4,4,98567,293271,3800,7,0.7,10,,,,,,0.547037242073425,instagram,none,spring_sale,,mobile,forward,button,,https://example.com/video1.mp4,A,B,B,A,headline,creative,,,
2025-09-29,2025-09-29 10:35:20.656130,2025-09-29 10:35:20.656130,video_play,user_000201,6053163,10,user_000201-6053163,https://example.com/lp/product-a,https://www.instagram.com/,/lp/product-a,/lp/product-a#page-9,10,10,99864,202508,1312,10,1.0,10,,,,,,0.9215694784323628,instagram,organic,summer_campaign,ad_3,mobile,forward,button,https://example.com/thank-you,https://example.com/video1.mp4,control,control,A,control,cta_button,presence,,,
2025-09-29,2025-09-29 10:37:55.656130,2025-09-29 10:37:55.656130,click,user_000632,3894471,10,user_000632-3894471,https://example.com/lp/product-b,https://twitter.com/,/lp/product-b,/lp/product-b#page-4,5,5,63211,71078,4742,7,0.7,10,0.46314531755976174,0.3017087052050489,a,nav-link,,0.36228922046766354,facebook,social,,ad_2,desktop,forward,scroll,,,A,A,B,A,,,,,
2025-09-29,2025-09-29 10:40:18.656130,2025-09-29 10:40:18.656130,swipe_page,user_000236,8512434,10,user_000236-8512434,https://example.com/lp/product-a,https://twitter.com/,/lp/product-a,/lp/product-a#page-7,8,8,117817,138043,4549,9,0.9,10,,,,,,0.3989316011351608,direct,referral,brand_awareness,ad_5,mobile,backward,swipe,,,control,,A,control,hero_image,,,,
2025-09-29,2025-09-29 10:40:41.656130,2025-09-29 10:40:41.656130,click,user_000637,8812420,4,user_000637-8812420,https://example.com/lp/product-a,,/lp/product-a,/lp/product-a#page-4,5,5,36532,132959,771,6,0.6,10,0.33165810628230996,0.45548760400995125,div,,card,0.10232266014059202,direct,organic,spring_sale,,desktop,backward,swipe,,,A,control,A,A,headline,layout,,,
2025-09-29,2025-09-29 10:42:45.656130,2025-09-29 10:42:45.656130,page_view,user_000011,1844671,3,user_000011-1844671,https://example.com/lp/service-x,https://www.instagram.com/,/lp/service-x,/lp/service-x#page-2,3,3,67036,253968,1557,4,0.4,10,,,,,,0.10909841197938226,instagram,social,,ad_3,mobile,forward,click,https://example.com/lp/service-x,https://example.com/video1.mp4,A,A,A,A,headline,layout,,,
2025-09-29,2025-09-29 10:50:25.656130,2025-09-29 10:50:25.656130,click,user_000210,1891358,8,user_000210-1891358,https://example.com/lp/product-a,https://www.google.com/,/lp/product-a,/lp/product-a#page-8,9,9,17891,20035,4071,9,0.9,10,0.7655534249118134,0.6406383503037472,a,,btn-primary,0.255697108438907,direct,referral,,ad_3,tablet,forward,swipe,https://example.com/lp/product-a,,A,B,,A,,presence,,,
